,Unnamed: 0,NP,NP_Synthesis,shape,method,Bacteria,time (hr),Phylum,Class,Order,Family,Superkingdom,bac_type,gram,isolated_from,NP_concentration (μg/ml),NP size_min (nm),NP size_max (nm),"min_Incub_period, h","growth_temp, C",biosafety_level,Genus,Species
86,86,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Neisseria mucosa,18.0,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Bacteria,opportunistic pathogen,n,sputum,20.0,8.0,20.0,24.0,30.0,2.0,Neisseria,Neisseria mucosa
87,87,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Neisseria mucosa,18.0,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Bacteria,opportunistic pathogen,n,sputum,10.0,8.0,20.0,24.0,30.0,2.0,Neisseria,Neisseria mucosa
88,88,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Neisseria mucosa,18.0,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Bacteria,opportunistic pathogen,n,sputum,10.0,8.0,20.0,24.0,30.0,2.0,Neisseria,Neisseria mucosa
89,89,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Pseudomonas aeruginosa,18.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,1000.0,8.0,20.0,24.0,37.0,2.0,Pseudomonas,Pseudomonas aeruginosa
90,90,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Pseudomonas aeruginosa,18.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,1000.0,8.0,20.0,24.0,37.0,2.0,Pseudomonas,Pseudomonas aeruginosa
91,91,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Pseudomonas aeruginosa,18.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,500.0,8.0,20.0,24.0,37.0,2.0,Pseudomonas,Pseudomonas aeruginosa
92,92,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Pseudomonas aeruginosa,18.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,500.0,8.0,20.0,24.0,37.0,2.0,Pseudomonas,Pseudomonas aeruginosa
93,93,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Pseudomonas aeruginosa,18.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,300.0,8.0,20.0,24.0,37.0,2.0,Pseudomonas,Pseudomonas aeruginosa
94,94,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Pseudomonas aeruginosa,18.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,300.0,8.0,20.0,24.0,37.0,2.0,Pseudomonas,Pseudomonas aeruginosa
95,95,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Salmonella typhi,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,blood,1000.0,8.0,20.0,168.0,37.0,2.0,Salmonella,Salmonella enterica subsp. enterica serovar Typhi
96,96,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Salmonella typhi,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,blood,1000.0,8.0,20.0,168.0,37.0,2.0,Salmonella,Salmonella enterica subsp. enterica serovar Typhi
97,97,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Salmonella typhi,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,blood,500.0,8.0,20.0,168.0,37.0,2.0,Salmonella,Salmonella enterica subsp. enterica serovar Typhi
98,98,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Salmonella typhi,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,blood,500.0,8.0,20.0,168.0,37.0,2.0,Salmonella,Salmonella enterica subsp. enterica serovar Typhi
99,99,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Salmonella typhi,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,blood,300.0,8.0,20.0,168.0,37.0,2.0,Salmonella,Salmonella enterica subsp. enterica serovar Typhi
100,100,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Salmonella typhi,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,blood,300.0,8.0,20.0,168.0,37.0,2.0,Salmonella,Salmonella enterica subsp. enterica serovar Typhi
101,101,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Salmonella typhi,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,blood,100.0,8.0,20.0,168.0,37.0,2.0,Salmonella,Salmonella enterica subsp. enterica serovar Typhi
102,102,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Salmonella typhi,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,blood,100.0,8.0,20.0,168.0,37.0,2.0,Salmonella,Salmonella enterica subsp. enterica serovar Typhi
103,103,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Serratia odorifera,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Bacteria,opportunistic pathogen,n,soil,1000.0,8.0,20.0,6.0,30.0,1.0,Serratia,Serratia odorifera
104,104,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Serratia odorifera,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Bacteria,opportunistic pathogen,n,soil,1000.0,8.0,20.0,6.0,30.0,1.0,Serratia,Serratia odorifera
105,105,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Serratia odorifera,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Bacteria,opportunistic pathogen,n,soil,500.0,8.0,20.0,6.0,30.0,1.0,Serratia,Serratia odorifera
106,106,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Serratia odorifera,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Bacteria,opportunistic pathogen,n,soil,500.0,8.0,20.0,6.0,30.0,1.0,Serratia,Serratia odorifera
107,107,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Serratia odorifera,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Bacteria,opportunistic pathogen,n,soil,300.0,8.0,20.0,6.0,30.0,1.0,Serratia,Serratia odorifera
108,108,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Serratia odorifera,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Bacteria,opportunistic pathogen,n,soil,300.0,8.0,20.0,6.0,30.0,1.0,Serratia,Serratia odorifera
109,109,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Vibrio parahaemolyticus,18.0,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Bacteria,pathogenic,n,water,1000.0,8.0,20.0,8.0,30.0,2.0,Vibrio,Vibrio parahaemolyticus
110,110,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Vibrio parahaemolyticus,18.0,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Bacteria,pathogenic,n,water,1000.0,8.0,20.0,8.0,30.0,2.0,Vibrio,Vibrio parahaemolyticus
111,111,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Vibrio parahaemolyticus,18.0,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Bacteria,pathogenic,n,water,500.0,8.0,20.0,8.0,30.0,2.0,Vibrio,Vibrio parahaemolyticus
112,112,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Vibrio parahaemolyticus,18.0,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Bacteria,pathogenic,n,water,500.0,8.0,20.0,8.0,30.0,2.0,Vibrio,Vibrio parahaemolyticus
113,113,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Vibrio parahaemolyticus,18.0,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Bacteria,pathogenic,n,water,300.0,8.0,20.0,8.0,30.0,2.0,Vibrio,Vibrio parahaemolyticus
114,114,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Vibrio parahaemolyticus,18.0,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Bacteria,pathogenic,n,water,300.0,8.0,20.0,8.0,30.0,2.0,Vibrio,Vibrio parahaemolyticus
115,115,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Vibrio parahaemolyticus,18.0,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Bacteria,pathogenic,n,water,100.0,8.0,20.0,8.0,30.0,2.0,Vibrio,Vibrio parahaemolyticus
116,116,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Vibrio parahaemolyticus,18.0,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Bacteria,pathogenic,n,water,100.0,8.0,20.0,8.0,30.0,2.0,Vibrio,Vibrio parahaemolyticus
117,117,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Bacillus subtilis,18.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,1000.0,8.0,20.0,0.16,30.0,1.0,Bacillus,Bacillus subtilis
118,118,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Bacillus subtilis,18.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,1000.0,8.0,20.0,0.16,30.0,1.0,Bacillus,Bacillus subtilis
119,119,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Bacillus subtilis,18.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,500.0,8.0,20.0,0.16,30.0,1.0,Bacillus,Bacillus subtilis
120,120,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Bacillus subtilis,18.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,500.0,8.0,20.0,0.16,30.0,1.0,Bacillus,Bacillus subtilis
121,121,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Bacillus subtilis,18.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,300.0,8.0,20.0,0.16,30.0,1.0,Bacillus,Bacillus subtilis
122,122,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Bacillus subtilis,18.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,300.0,8.0,20.0,0.16,30.0,1.0,Bacillus,Bacillus subtilis
123,123,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Bacillus subtilis,18.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,100.0,8.0,20.0,0.16,30.0,1.0,Bacillus,Bacillus subtilis
124,124,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Bacillus subtilis,18.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,100.0,8.0,20.0,0.16,30.0,1.0,Bacillus,Bacillus subtilis
125,125,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Bacillus subtilis,18.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,50.0,8.0,20.0,0.16,30.0,1.0,Bacillus,Bacillus subtilis
126,126,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Bacillus subtilis,18.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,50.0,8.0,20.0,0.16,30.0,1.0,Bacillus,Bacillus subtilis
127,127,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Bacillus subtilis,18.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,30.0,8.0,20.0,0.16,30.0,1.0,Bacillus,Bacillus subtilis
128,128,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Bacillus subtilis,18.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,30.0,8.0,20.0,0.16,30.0,1.0,Bacillus,Bacillus subtilis
129,129,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Bacillus subtilis,18.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,20.0,8.0,20.0,0.16,30.0,1.0,Bacillus,Bacillus subtilis
130,130,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Bacillus subtilis,18.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,20.0,8.0,20.0,0.16,30.0,1.0,Bacillus,Bacillus subtilis
131,131,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Pseudomonas koreensis,18.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,1000.0,8.0,20.0,24.0,30.0,1.0,Pseudomonas,Pseudomonas koreensis
132,132,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Pseudomonas koreensis,18.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,1000.0,8.0,20.0,24.0,30.0,1.0,Pseudomonas,Pseudomonas koreensis
133,133,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Pseudomonas koreensis,18.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,500.0,8.0,20.0,24.0,30.0,1.0,Pseudomonas,Pseudomonas koreensis
134,134,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Pseudomonas koreensis,18.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,500.0,8.0,20.0,24.0,30.0,1.0,Pseudomonas,Pseudomonas koreensis
135,135,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Pseudomonas koreensis,18.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,300.0,8.0,20.0,24.0,30.0,1.0,Pseudomonas,Pseudomonas koreensis
136,136,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Pseudomonas koreensis,18.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,300.0,8.0,20.0,24.0,30.0,1.0,Pseudomonas,Pseudomonas koreensis
137,137,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Pseudomonas koreensis,18.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,100.0,8.0,20.0,24.0,30.0,1.0,Pseudomonas,Pseudomonas koreensis
138,138,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Pseudomonas koreensis,18.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,100.0,8.0,20.0,24.0,30.0,1.0,Pseudomonas,Pseudomonas koreensis
139,139,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Staphylococcus aureus,18.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,1000.0,8.0,20.0,24.0,37.0,2.0,Staphylococcus,Staphylococcus aureus
140,140,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Staphylococcus aureus,18.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,1000.0,8.0,20.0,24.0,37.0,2.0,Staphylococcus,Staphylococcus aureus
141,141,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Staphylococcus aureus,18.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,500.0,8.0,20.0,24.0,37.0,2.0,Staphylococcus,Staphylococcus aureus
142,142,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Staphylococcus aureus,18.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,500.0,8.0,20.0,24.0,37.0,2.0,Staphylococcus,Staphylococcus aureus
143,143,Ag,green_synthesis using extract of Klebsiella pneumoniae,spherical,disc_diffusion,Enterococcus faecalis,48.0,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Bacteria,pathogenic,p,urine,10.0,20.0,20.0,24.0,37.0,2.0,Enterococcus,Enterococcus faecalis
144,144,Ag,green_synthesis using extract of Klebsiella pneumoniae,spherical,disc_diffusion,Enterococcus faecalis,48.0,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Bacteria,pathogenic,p,urine,20.0,20.0,20.0,24.0,37.0,2.0,Enterococcus,Enterococcus faecalis
145,145,Ag,green_synthesis using extract of Klebsiella pneumoniae,spherical,disc_diffusion,Enterococcus faecalis,48.0,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Bacteria,pathogenic,p,urine,30.0,20.0,20.0,24.0,37.0,2.0,Enterococcus,Enterococcus faecalis
146,146,Ag,green_synthesis using extract of corn leaves,spherical,disc_diffusion,Bacillus cereus,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,pathogenic,p,food,50.0,31.0,69.0,4.0,30.0,2.0,Bacillus,Bacillus cereus
147,147,Ag,green_synthesis using extract of corn leaves,spherical,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,50.0,31.0,69.0,48.0,37.0,2.0,Escherichia,Escherichia coli
148,148,Ag,green_synthesis using extract of corn leaves,spherical,disc_diffusion,Listeria monocytogenes,24.0,Bacillota,Bacilli,Bacillales,Listeriaceae,Bacteria,pathogenic,p,food,50.0,31.0,69.0,24.0,37.0,2.0,Listeria,Listeria monocytogenes
149,149,Ag,green_synthesis using extract of corn leaves,spherical,disc_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,50.0,31.0,69.0,24.0,37.0,2.0,Staphylococcus,Staphylococcus aureus
150,150,Ag,green_synthesis using extract of corn leaves,spherical,disc_diffusion,Salmonella typhimurium,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,meat,50.0,31.0,69.0,6.0,37.0,2.0,Salmonella,Salmonella enterica subsp. enterica serovar Typhimurium
151,151,Ag,green_synthesis using C. zylinicum aqueous extracts,spherical,well_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,20.0,10.0,78.9,24.0,37.0,2.0,Staphylococcus,Staphylococcus aureus
152,152,Ag,green_synthesis using C. zylinicum aqueous extracts,spherical,well_diffusion,Acinetobacter baumannii,24.0,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Bacteria,pathogenic,n,urine,20.0,10.0,78.9,24.0,37.0,2.0,Acinetobacter,Acinetobacter baumannii
153,153,Ag,green_synthesis using C. zylinicum aqueous extracts,spherical,well_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,20.0,10.0,78.9,24.0,37.0,2.0,Pseudomonas,Pseudomonas aeruginosa
154,154,Ag,green_synthesis using C. zylinicum aqueous extracts,spherical,well_diffusion,Klebsiella pneumoniae,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,opportunistic pathogen,n,respiratory tract,20.0,10.0,78.9,24.0,30.0,2.0,Klebsiella,Klebsiella pneumoniae
155,155,Ag,green_synthesis  by Bacillus sp.,spherical,disc_diffusion,Staphylococcus epidermidis,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,opportunistic pathogen,p,nose,10.0,14.0,42.0,24.0,37.0,2.0,Staphylococcus,Staphylococcus epidermidis
156,156,Ag,green_synthesis  by Bacillus sp.,spherical,disc_diffusion,Staphylococcus epidermidis,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,opportunistic pathogen,p,nose,10.0,14.0,42.0,24.0,37.0,2.0,Staphylococcus,Staphylococcus epidermidis
157,157,Ag,green_synthesis  by Bacillus sp.,spherical,disc_diffusion,Staphylococcus epidermidis,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,opportunistic pathogen,p,nose,10.0,14.0,42.0,24.0,37.0,2.0,Staphylococcus,Staphylococcus epidermidis
158,158,Ag,green_synthesis  by Bacillus sp.,spherical,disc_diffusion,Staphylococcus epidermidis,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,opportunistic pathogen,p,nose,10.0,14.0,42.0,24.0,37.0,2.0,Staphylococcus,Staphylococcus epidermidis
159,159,Ag,green_synthesis  by Bacillus sp.,spherical,disc_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,10.0,14.0,42.0,24.0,37.0,2.0,Staphylococcus,Staphylococcus aureus
160,160,Ag,green_synthesis  by Bacillus sp.,spherical,disc_diffusion,Salmonella typhi,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,blood,10.0,14.0,42.0,168.0,37.0,2.0,Salmonella,Salmonella enterica subsp. enterica serovar Typhi
161,161,Ag,green_synthesis  by Bacillus sp.,spherical,disc_diffusion,Salmonella paratyphi,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,food,10.0,14.0,42.0,6.0,37.0,2.0,Salmonella,Salmonella enterica subsp. enterica serovar Paratyphi A
162,162,Ag,green_synthesis  by Bacillus sp.,spherical,disc_diffusion,Vibrio cholerae,24.0,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Bacteria,pathogenic,n,water,10.0,14.0,42.0,48.0,30.0,2.0,Vibrio,Vibrio cholerae
163,163,Ag,chemical_synthesis purchased from sigma aldrich,spherical,well_diffusion,Staphylococcus aureus,21.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,20.0,10.0,10.0,24.0,37.0,2.0,Staphylococcus,Staphylococcus aureus
